formatted_address,latitude,longitude,google_place_id,input_string
Street 1 - شارع ١ - The Greens - دبي - United Arab Emirates,25.0957723,55.1690074,ChIJ9cplZmVrXz4Rs8U-m4dIDt0,"AL SIDIR 2 Al Thanyah Third Dubai , UAE"
Al Thanya St - Umm Al Sheif - Dubai - United Arab Emirates,25.1374928,55.2073731,ChIJGzvCzTRqXz4RjVU9iB7T0Zw,"ALGHAF 1 Al Thanyah Third Dubai , UAE"
Abdullah Omran Taryam St - The Greens - Dubai - United Arab Emirates,25.0963234,55.169935,ChIJLQGZ929rXz4RBZnlxOvoSls,"ALGHAF 2 Al Thanyah Third Dubai , UAE"
1A St - The Views - Dubai - United Arab Emirates,25.0937828,55.1665445,ChIJs7R1uWVrXz4Rnrm0cB9Ta_g,"VIEWS 1 Al Thanyah Third Dubai , UAE"
1A St - The Views - Dubai - United Arab Emirates,25.0931596,55.1672346,ChIJ-dewsWVrXz4RMgXjyPjyRSs,"VIEWS 2 Al Thanyah Third Dubai , UAE"
Dubai Marina Sail Tower - Dubai Marina - Dubai - United Arab Emirates,25.0716593,55.134539,ChIJNxZsfFQTXz4RzZDO9EIi6t8,"MARINA SAIL Marsa Dubai Dubai , UAE"
Al Thanya St - Umm Al Sheif - Dubai - United Arab Emirates,25.1374928,55.2073731,ChIJGzvCzTRqXz4RjVU9iB7T0Zw,"ALJAZ4 Al Thanyah Third Dubai , UAE"
Al Thanya St - Umm Al Sheif - Dubai - United Arab Emirates,25.1374928,55.2073731,ChIJGzvCzTRqXz4RjVU9iB7T0Zw,"ALJAZ3 Al Thanyah Third Dubai , UAE"
"The Greens, Al Sidir - The Greens - Dubai - United Arab Emirates",25.095848,55.168968,ChIJ_-4yYGVrXz4RA0U_XYguQeY,"ALSIDIR 4 Al Thanyah Third Dubai , UAE"
"The Greens, Al Sidir - The Greens - Dubai - United Arab Emirates",25.095848,55.168968,ChIJ_-4yYGVrXz4RA0U_XYguQeY,"ALSIDIR 3 Al Thanyah Third Dubai , UAE"
Al Thanya St - Umm Al Sheif - Dubai - United Arab Emirates,25.1374928,55.2073731,ChIJGzvCzTRqXz4RjVU9iB7T0Zw,"ALGHAF 3 Al Thanyah Third Dubai , UAE"
The Greens - Dubai - United Arab Emirates,25.0952855,55.169966,ChIJc36ATmVrXz4RV_uCcada5pQ,"ALGHAF 4 Al Thanyah Third Dubai , UAE"
Le Rêve - Dubai - United Arab Emirates,25.089236,55.147478,ChIJl-KdFlBrXz4RHlAqcwtsaCw,"Le Reve Marsa Dubai Dubai , UAE"
Dubai Marina - Dubai - United Arab Emirates,25.0862111,55.1488405,ChIJoUAdCVprXz4RqvQGHoLfn6w,"ALMASS Marsa Dubai Dubai , UAE"
Unit 309 - 2 1A St - The Greens - Dubai - United Arab Emirates,25.0948815,55.1705698,ChIJX8LeNGVrXz4RxCoKCIcE2wA,"ALJAZ 1 Al Thanyah Third Dubai , UAE"
Al Thanya St - Umm Al Sheif - Dubai - United Arab Emirates,25.1374928,55.2073731,ChIJGzvCzTRqXz4RjVU9iB7T0Zw,"ALJAZ 2 Al Thanyah Third Dubai , UAE"
Al Thanya St - Umm Al Sheif - Dubai - United Arab Emirates,25.1374928,55.2073731,ChIJGzvCzTRqXz4RjVU9iB7T0Zw,"ALNAKHEEL 1 Al Thanyah Third Dubai , UAE"
"The Greens, Al Sidir - The Greens - Dubai - United Arab Emirates",25.095848,55.168968,ChIJ_-4yYGVrXz4RA0U_XYguQeY,"ALSIDIR 1 Al Thanyah Third Dubai , UAE"
Dubai Marina - Dubai - United Arab Emirates,25.0870419,55.1483019,ChIJdR76vVBrXz4RGAmdAxOFhJU,"MARINA HEIGHTS 1 Marsa Dubai Dubai , UAE"
Al Marsa Street - Dubai - United Arab Emirates - دبي مارينا - دبي - United Arab Emirates,25.0795,55.144342,ChIJMxFv0vdrXz4RRSl5zzVJa7w,"MARINA VIEW Marsa Dubai Dubai , UAE"
Al Thanya St - Umm Al Sheif - Dubai - United Arab Emirates,25.1374928,55.2073731,ChIJGzvCzTRqXz4RjVU9iB7T0Zw,"AL ARTA2 Al Thanyah Third Dubai , UAE"
The Greens - Dubai - United Arab Emirates,25.0939584,55.1707423,ChIJyYSzKmVrXz4RHmChsPbQG4I,"NAKHEEL 2 Al Thanyah Third Dubai , UAE"
"109, Al Nakheel Building Zabeel Road, Opposite Karama Post Office - Al Karama - Dubai - United Arab Emirates",25.2443615,55.3065544,ChIJtyHsWNZCXz4RsrU_vKsygAQ,"ALNAKHEEL 3 Al Thanyah Third Dubai , UAE"
Dubai - Jumeirah Beach Residence - Dubai - United Arab Emirates,25.0811249,55.139351,ChIJNb_z7FRrXz4R1IziJfH7H_8,"Murjan 1 Marsa Dubai Dubai , UAE"
The Greens - Dubai - United Arab Emirates,25.0939584,55.1707423,ChIJyYSzKmVrXz4RHmChsPbQG4I,"ALNAKHEEL 4 Al Thanyah Third Dubai , UAE"
Al Thanya St - Umm Al Sheif - Dubai - United Arab Emirates,25.1374928,55.2073731,ChIJGzvCzTRqXz4RjVU9iB7T0Zw,"AL ARTA1 Al Thanyah Third Dubai , UAE"
6th St - The Greens - Dubai - United Arab Emirates,25.0899534,55.1747964,ChIJoXJNSnxrXz4Ri_jnE5JlXEg,"AL ARTA 3 Al Thanyah Third Dubai , UAE"
Al Nashi - Dubai Marina - Dubai - United Arab Emirates,25.0782708,55.141292,ChIJN7bLdapsXz4RaHdynb7TY1Q,"AL Murjan Marsa Dubai Dubai , UAE"
5th St - The Greens - Dubai - United Arab Emirates,25.0913813,55.1741657,ChIJoS-_c3xrXz4RZZlEE0vX3A4,"AL GHOZLAN 3 Al Thanyah Third Dubai , UAE"
Dubai - Jumeirah Beach Residence - Dubai - United Arab Emirates,25.0724852,55.1308075,ChIJsW-S4TETXz4R0PAFCvciUs0,"Shams 2 Marsa Dubai Dubai , UAE"
5th St - The Greens - Dubai - United Arab Emirates,25.091956,55.173544,ChIJOxkTFHtrXz4RBhgiq7GrObQ,"AL GHOZLAN 1 Al Thanyah Third Dubai , UAE"
Al Ghozlan 2 - 4th St - The Greens - Dubai - United Arab Emirates,25.0925959,55.1741064,ChIJs8NXj3trXz4RBFS_LY8hL04,"AL GHOZLAN 2 Al Thanyah Third Dubai , UAE"
6th St - The Greens - Dubai - United Arab Emirates,25.0893882,55.1741926,ChIJff5urX1rXz4RBAxdBSDpJ7M,"AL ARTA 4 Al Thanyah Third Dubai , UAE"
3rd St - The Greens - Dubai - United Arab Emirates,25.0929426,55.1723812,ChIJH2onFHtrXz4Rzrs4EKrsk2w,"SAMAR 1 Al Thanyah Third Dubai , UAE"
First Al Khail St - The Greens - Dubai - United Arab Emirates,25.090291,55.175258,ChIJi_o-MXxrXz4RojynJnywv7U,"AL Alka-3 Al Thanyah Third Dubai , UAE"
4th St - The Greens - Dubai - United Arab Emirates,25.092429,55.1730281,ChIJHcAcentrXz4R8kPs650pmRc,"SAMAR 4 Al Thanyah Third Dubai , UAE"
5th St - The Greens - Dubai - United Arab Emirates,25.0913487,55.1740289,ChIJX5hDZXxrXz4RudT7vbEo9q8,"AL GHOZLAN 4 Al Thanyah Third Dubai , UAE"
King Salman Bin Abdulaziz Al Saud St - Jumeirah Beach Residence - Dubai - United Arab Emirates,25.0760791,55.1330137,ChIJXczRCaoUXz4RT-RJNlGmcwY,"Rimal 5 Marsa Dubai Dubai , UAE"
Warsan 1 St - Dubai - United Arab Emirates,25.1583539,55.4243304,ChIJr_-uUlxhXz4R_vCltuj9dsU,"F15 Al Warsan First Dubai , UAE"
3rd St - The Greens - Dubai - United Arab Emirates,25.0935136,55.1728556,ChIJT7z6DntrXz4RiwzF4wiXdt0,"SAMAR 2 Al Thanyah Third Dubai , UAE"
4th St - The Greens - Dubai - United Arab Emirates,25.0929364,55.1737182,ChIJY9c7nHtrXz4Rgp4VAHSFxkY,"SAMAR 3 Al Thanyah Third Dubai , UAE"
Al Dhafrah 1 - 4 4th St - The Greens - Dubai - United Arab Emirates,25.091492,55.1720896,ChIJM5zlVp5rXz4RKFN1xgeQzqY,"AL Dhafrah-4 Al Thanyah Third Dubai , UAE"
Al Thayal 2 - 4th St - The Greens - Dubai - United Arab Emirates,25.0917094,55.1729385,ChIJdWP4gnxrXz4RbLlR9zx1afU,"AL THAYYAL-1 Al Thanyah Third Dubai , UAE"
4th St - The Greens - Dubai - United Arab Emirates,25.0919444,55.1726317,ChIJKcG2YntrXz4RxdUDgKCsBeM,"AL Dhafrah-3 Al Thanyah Third Dubai , UAE"
3rd St - Al BarshaThe Greens - Dubai - United Arab Emirates,25.0925984,55.171526,ChIJmXeLRntrXz4RXPFmR1VNsEE,"Al Dhafrah-1 Al Thanyah Third Dubai , UAE"
3rd St - Al BarshaThe Greens - Dubai - United Arab Emirates,25.0925984,55.171526,ChIJmXeLRntrXz4RXPFmR1VNsEE,"AL Dhafrah-2 Al Thanyah Third Dubai , UAE"
5th Street - The Greens - Dubai - United Arab Emirates,25.0904841,55.1732427,ChIJN4FW9HxrXz4R6npFtPJYVwc,"AL THAYYAL-4 Al Thanyah Third Dubai , UAE"
Al Thayal 2 - 4th St - The Greens - Dubai - United Arab Emirates,25.0917094,55.1729385,ChIJdWP4gnxrXz4RbLlR9zx1afU,"AL THAYYAL-2 Al Thanyah Third Dubai , UAE"
5th St - The Greens - Dubai - United Arab Emirates,25.0907475,55.173602,ChIJ-amqBDJrXz4RYuAMWaSLVwE,"AL THAYYAL-3 Al Thanyah Third Dubai , UAE"
Dubai - Jumeirah Beach Residence - Dubai - United Arab Emirates,25.0830269,55.1397152,ChIJ7bYmg1RrXz4RSfhfc-MPFEs,"Murjan 4 Marsa Dubai Dubai , UAE"
Murjan 5 - Jumeirah Beach Residence - Dubai - United Arab Emirates,25.0821019,55.1404354,ChIJ331NYlRrXz4R31fwrOZUrOs,"Murjan 5 Marsa Dubai Dubai , UAE"
King Salman Bin Abdulaziz Al Saud St - Jumeirah Beach Residence - Dubai - United Arab Emirates,25.0763789,55.133531,ChIJVbfudKoUXz4Rb7svL7AdxFE,"Rimal 4 Marsa Dubai Dubai , UAE"
شارع شاطئ جميرة - Jumeirah Beach Residence - Dubai - United Arab Emirates,25.0819162,55.1403809,ChIJW8e0ZVRrXz4RlgFCgYdEuw8,"Murjan 6 Marsa Dubai Dubai , UAE"
Dubai - Jumeirah Beach Residence - Dubai - United Arab Emirates,25.0776849,55.1341701,ChIJpWoHZqoUXz4R9GXwg_13T7s,"Rimal 2 Marsa Dubai Dubai , UAE"
Dubai - Jumeirah Beach Residence - Dubai - United Arab Emirates,25.0819381,55.1392216,ChIJkbBBg1RrXz4RgKPXOIeS1wU,"Murjan 3 Marsa Dubai Dubai , UAE"
Dubai - Jumeirah Beach Residence - Dubai - United Arab Emirates,25.0777094,55.1339787,ChIJ-_locKoUXz4R3nBrRbSIpPo,"Rimal 3 Marsa Dubai Dubai , UAE"
Dubai - Jumeirah Beach Residence - Dubai - United Arab Emirates,25.0765864,55.1349105,ChIJxQ9LfKoUXz4RDtrecokfPQA,"Rimal 1 Marsa Dubai Dubai , UAE"
Street 7 - The Views - Dubai - United Arab Emirates,25.0906172,55.1720923,ChIJWRr5lXxrXz4RZL2Z3Z4hI_c,"GR Turia Al Thanyah Third Dubai , UAE"
Marina Crown - King Salman Bin Abdulaziz Al Saud St - Dubai - United Arab Emirates,25.0898792,55.1482325,ChIJ_yw5BFBrXz4RXuTtiRLTTQM,"MARINA CROWN TOWER Marsa Dubai Dubai , UAE"
Sadaf 8 - Breih St - Jumeirah Beach Residence - Dubai - United Arab Emirates,25.0808665,55.138989,ChIJz7QE6FRrXz4RVGWQlgDHmTw,"Sadaf 8 Marsa Dubai Dubai , UAE"
Al Sahab Tower 1 - Dubai Marina - Dubai - United Arab Emirates,25.075969,55.135692,ChIJkRgKb1UTXz4RwSgGJK4JOW4,"SAHAB-1 Marsa Dubai Dubai , UAE"
Al Sahab Tower 2 - Dubai Marina - Dubai - United Arab Emirates,25.075969,55.135692,ChIJkRgKb1UTXz4RD1K7MzrZTi0,"SAHAB-2 Marsa Dubai Dubai , UAE"
"Rimal 6, Beach Walk - Jumeirah Beach Residence - Dubai - United Arab Emirates",25.0756186,55.1325106,ChIJWTpr-VUTXz4RrHDC3wG3zeg,"Rimal 6 Marsa Dubai Dubai , UAE"
Dubai - Jumeirah Beach Residence - Dubai - United Arab Emirates,25.0780657,55.1364058,ChIJeU0Ev6oUXz4R4mACR-0g-YQ,"Bahar 1 Marsa Dubai Dubai , UAE"
Amwaj 4 - شارع شاطئ جميرة - Jumeirah Beach Residence - Dubai - United Arab Emirates,25.0732834,55.1312892,ChIJMYifZFYTXz4RlAX49pqej2A,"Amwaj 4 Marsa Dubai Dubai , UAE"
Jumeirah Beach Residence - Dubai - United Arab Emirates,25.0806725,55.1370353,ChIJAdg_N6sUXz4RfKi5mSEdBOo,"MARINA HOMES Marsa Dubai Dubai , UAE"
"Shoreline Residences, Building 2 - 2 - The Palm Jumeirah - Dubai - United Arab Emirates",25.107344,55.1507333,ChIJ0wo5PzprXz4Rrt2_Qiz6efk,"AL BASHRI - B1 Palm Jumeirah Dubai , UAE"
Braih St - Jumeirah Beach Residence - Dubai - United Arab Emirates,25.0805579,55.1382918,ChIJ71mf2lRrXz4RYjcA9ATCG4E,"Sadaf 2 Marsa Dubai Dubai , UAE"
Al Mamsha St - Jumeirah Beach Residence - Dubai - United Arab Emirates,25.0817446,55.1378784,ChIJzcYXslRrXz4RS8GzBGgn024,"Sadaf 6 Marsa Dubai Dubai , UAE"
The Walk - Jumeirah Beach Residence - Dubai - United Arab Emirates,25.0809636,55.1375403,ChIJwcD6NKsUXz4RQ5FzIUnSlgU,"Sadaf 5 Marsa Dubai Dubai , UAE"
Sadaf 1 - King Salman Bin Abdulaziz Al Saud St - Jumeirah Beach Residence - Dubai - United Arab Emirates,25.080308,55.1379079,ChIJj5ze01RrXz4RcQvHGrrPM2c,"Sadaf 1 Marsa Dubai Dubai , UAE"
Thowaab St - Dubai Marina - Dubai - United Arab Emirates,25.0714707,55.1339198,ChIJxSW-h1MTXz4RPbeSp2-pUcY,"THE WAVES A Marsa Dubai Dubai , UAE"
Jumeirah Beach Residence - Dubai - United Arab Emirates,25.0806903,55.1368619,ChIJNarbOasUXz4R2ZbWa3_ka10,"Sadaf 4 Marsa Dubai Dubai , UAE"
Dubai - Jumeirah Beach Residence - Dubai - United Arab Emirates,25.0780657,55.1364058,ChIJeU0Ev6oUXz4R4mACR-0g-YQ,"Bahar 6 Marsa Dubai Dubai , UAE"
JBR - شارع الممشى - Jumeirah Beach Residence - Dubai - United Arab Emirates,25.0781756,55.1348023,ChIJeRkW-6oUXz4Rc2PKosWYCto,"Bahar 5 Marsa Dubai Dubai , UAE"
Beach Walk - مساكن شاطئ جميرا - دبي - United Arab Emirates,25.0813561,55.1384414,ChIJ8XV9uFRrXz4Ri-eS-pMg6ac,"Sadaf 7 Marsa Dubai Dubai , UAE"
2 Al Majara - Dubai Marina - Dubai - United Arab Emirates,25.0733914,55.1370533,ChIJ4078yFQTXz4RK-d4lS_5R9c,"Al Majara 2 Marsa Dubai Dubai , UAE"
Jumeirah Beach Residence - Dubai - United Arab Emirates,25.0728716,55.129994,ChIJma9YV1YTXz4Rv9tooryyY_A,"Shams 4 Marsa Dubai Dubai , UAE"
Dubai - Dubai Marina - Dubai - United Arab Emirates,25.0855212,55.1484919,ChIJ1YtFqlBrXz4RTQVp5RPHGWQ,"Fairooz Marsa Dubai Dubai , UAE"
Jumeirah Beach Residence - Jumeirah Beach Road - Jumeirah Beach Residence - Dubai - United Arab Emirates,25.0820815,55.139909,ChIJMWvJj1RrXz4RlzbnQkGACQg,"Murjan 2 Marsa Dubai Dubai , UAE"
Dubai - Dubai Marina - Dubai - United Arab Emirates,25.0714704,55.1367643,ChIJT3L7V1MTXz4RkHExk1XT-Kg,"Horizon Tower Marsa Dubai Dubai , UAE"
"Al Seef Tower 2, JLT Cluster U - Jumeirah Lakes Towers - Dubai - United Arab Emirates",25.0797009,55.1515217,ChIJEVB6W4RtXz4R-VCjk9C600M,"AL SEEF 2 Al Thanyah Fifth Dubai , UAE"
Dubai - Dubai Marina - Dubai - United Arab Emirates,25.0813911,55.146555,ChIJF9J-CJhrXz4RvL9RnJ6pFl0,"MARINA DIAMOND - B Marsa Dubai Dubai , UAE"
Warsan 1 St - Dubai - United Arab Emirates,25.1583539,55.4243304,ChIJr_-uUlxhXz4R_vCltuj9dsU,"E05 Al Warsan First Dubai , UAE"
Dubai - Jumeirah Beach Residence - Dubai - United Arab Emirates,25.0780657,55.1364058,ChIJeU0Ev6oUXz4R4mACR-0g-YQ,"Bahar 4 Marsa Dubai Dubai , UAE"
Street 7 - The Views - Dubai - United Arab Emirates,25.0915527,55.170958,ChIJ_YVPVHtrXz4REHjfRewU7W4,"GR Arno Al Thanyah Third Dubai , UAE"
Burj Khalifa - Downtown Dubai - Dubai - United Arab Emirates,25.1976061,55.2741688,ChIJ0_XewoFCXz4R7TynFEEXriw,"Residences_E1 Burj Khalifa Dubai , UAE"
Burj Khalifa - Downtown Dubai - Dubai - United Arab Emirates,25.1976061,55.2741688,ChIJ0_XewoFCXz4R7TynFEEXriw,"Residences_E2 Burj Khalifa Dubai , UAE"
Dubai - Dubai Marina - Dubai - United Arab Emirates,25.0713527,55.1359119,ChIJ4XfAY1MTXz4ROmAv5K72MJs,"EMERALD RESIDENCE Marsa Dubai Dubai , UAE"
Dubai - Dubai Marina - Dubai - United Arab Emirates,25.0844514,55.1492242,ChIJ7UVU5llrXz4RqluGRtT4i04," DM MESK Marsa Dubai Dubai , UAE"
Belvedere Building - Dubai Marina - Dubai - United Arab Emirates,25.068282,55.1304272,ChIJ43nxDVETXz4RatQjSt2V1UM,"BELVEDERE Marsa Dubai Dubai , UAE"
Dubai - Dubai Marina - Dubai - United Arab Emirates,25.0835344,55.1486637,ChIJ_V2mYldrXz4Rbsmi3XtJOOA,"DM Yass Marsa Dubai Dubai , UAE"
1 Al Majara - Dubai Marina - Dubai - United Arab Emirates,25.0742626,55.1377113,ChIJ0V3tLKtsXz4RD1d666UgIXM,"Al Majara 1 Marsa Dubai Dubai , UAE"
Dubai - International CityChina Cluster - Dubai - United Arab Emirates,25.1618861,55.4154797,ChIJi_kvNEVhXz4RF-1N815WcGU,"H04 Al Warsan First Dubai , UAE"
3 Al Majara - Dubai Marina - Dubai - United Arab Emirates,25.0737728,55.1369388,EiozIEFsIE1hamFyYSAtIER1YmFpIC0gVW5pdGVkIEFyYWIgRW1pcmF0ZXMiGhIYChQKEglZ5OTOVBNfPhHqbKdSPna6zBAD,"Al Majara 3 Marsa Dubai Dubai , UAE"
Warsan 1 St - Dubai - United Arab Emirates,25.1583539,55.4243304,ChIJr_-uUlxhXz4R_vCltuj9dsU,"H03 Al Warsan First Dubai , UAE"
Dubai - Dubai Marina - Dubai - United Arab Emirates,25.0845156,55.1447833,ChIJkyOmM1FrXz4RFTCQuJGwLmE,"MARINA TERRACE Marsa Dubai Dubai , UAE"
Al Nashi - Dubai Marina - Dubai - United Arab Emirates,25.0782708,55.141292,ChIJN7bLdapsXz4RaHdynb7TY1Q,"AL ANBER Marsa Dubai Dubai , UAE"
Shop No. PT24 - Shams Tower - 1، Near Al Maya Supermarket - Jumeirah Beach Residence - Dubai - United Arab Emirates,25.073178,55.130384,ChIJV618XFYTXz4Ro_hP1ODBMJg,"Shams 1 Marsa Dubai Dubai , UAE"
Marina Diamond 1 - Dubai Marina - Dubai - United Arab Emirates,25.0799116,55.1446848,ChIJY6CZPFZrXz4Re8_x9JluGBw,"MARINA DIAMOND - A Marsa Dubai Dubai , UAE"
5 Al Majara - Dubai Marina - Dubai - United Arab Emirates,25.0738766,55.1366802,ChIJ12UF21QTXz4RX22czOMfMX8,"Al Majara 5 Marsa Dubai Dubai , UAE"
Warsan 1 St - Dubai - United Arab Emirates,25.1583539,55.4243304,ChIJr_-uUlxhXz4R_vCltuj9dsU,"ICE006 Al Warsan First Dubai , UAE"
Burj Khalifa - Downtown Dubai - Dubai - United Arab Emirates,25.1976061,55.2741688,ChIJ0_XewoFCXz4R7TynFEEXriw,"Residences_E3 Burj Khalifa Dubai , UAE"
Burj Khalifa - Downtown Dubai - Dubai - United Arab Emirates,25.1976061,55.2741688,ChIJ0_XewoFCXz4R7TynFEEXriw,"Residences_W1 Burj Khalifa Dubai , UAE"
Dubai - Downtown DubaiBurj Residence Phase I & II - Dubai - United Arab Emirates,25.1937032,55.2725735,ChIJqzzh_CpoXz4RsvD5AzfGIFg,"Residences_W3 Burj Khalifa Dubai , UAE"
Warsan 1 St - Dubai - United Arab Emirates,25.1583539,55.4243304,ChIJr_-uUlxhXz4R_vCltuj9dsU,"Y23 Al Warsan First Dubai , UAE"
Warsan 1 St - Dubai - United Arab Emirates,25.1583539,55.4243304,ChIJr_-uUlxhXz4R_vCltuj9dsU,"Y22 Al Warsan First Dubai , UAE"
Warsan 1 St - Dubai - United Arab Emirates,25.1583539,55.4243304,ChIJr_-uUlxhXz4R_vCltuj9dsU,"Y17 Al Warsan First Dubai , UAE"
Warsan 1 St - Dubai - United Arab Emirates,25.1583539,55.4243304,ChIJr_-uUlxhXz4R_vCltuj9dsU,"Y24 Al Warsan First Dubai , UAE"
Warsan 1 St - Dubai - United Arab Emirates,25.1583539,55.4243304,ChIJr_-uUlxhXz4R_vCltuj9dsU,"S22 Al Warsan First Dubai , UAE"
Warsan 1 St - Dubai - United Arab Emirates,25.1583539,55.4243304,ChIJr_-uUlxhXz4R_vCltuj9dsU,"Y21 Al Warsan First Dubai , UAE"
Warsan 1 St - Dubai - United Arab Emirates,25.1583539,55.4243304,ChIJr_-uUlxhXz4R_vCltuj9dsU,"Y20 Al Warsan First Dubai , UAE"
Warsan 1 St - Dubai - United Arab Emirates,25.1583539,55.4243304,ChIJr_-uUlxhXz4R_vCltuj9dsU,"Y10 Al Warsan First Dubai , UAE"
Warsan 1 St - Dubai - United Arab Emirates,25.1583539,55.4243304,ChIJr_-uUlxhXz4R_vCltuj9dsU,"Y19 Al Warsan First Dubai , UAE"
Warsan 1 St - Dubai - United Arab Emirates,25.1583539,55.4243304,ChIJr_-uUlxhXz4R_vCltuj9dsU,"X24 Al Warsan First Dubai , UAE"
Warsan 1 St - Dubai - United Arab Emirates,25.1583539,55.4243304,ChIJr_-uUlxhXz4R_vCltuj9dsU,"X26 Al Warsan First Dubai , UAE"
Warsan 1 St - Dubai - United Arab Emirates,25.1583539,55.4243304,ChIJr_-uUlxhXz4R_vCltuj9dsU,"Y03 Al Warsan First Dubai , UAE"
Al Warsan 4 - مرحلة المدينة الدولية - ٢ - دبي - United Arab Emirates,25.1466922,55.4055219,ChIJBylcztdjXz4RtYkamtGA1ug,"Y01 Al Warsan First Dubai , UAE"
Warsan 1 St - Dubai - United Arab Emirates,25.1583539,55.4243304,ChIJr_-uUlxhXz4R_vCltuj9dsU,"Y2 Al Warsan First Dubai , UAE"
Warsan 1 St - Dubai - United Arab Emirates,25.1583539,55.4243304,ChIJr_-uUlxhXz4R_vCltuj9dsU,"Y18 Al Warsan First Dubai , UAE"
Marina Park - Dubai Marina - Dubai - United Arab Emirates,25.0687372,55.1334879,ChIJN_P0tlMTXz4Rg_Y6z7IonOU,"MARINA DIAMOND-2 Marsa Dubai Dubai , UAE"
Warsan 1 St - Dubai - United Arab Emirates,25.1583539,55.4243304,ChIJr_-uUlxhXz4R_vCltuj9dsU,"Y16 Al Warsan First Dubai , UAE"
Warsan 1 St - Dubai - United Arab Emirates,25.1583539,55.4243304,ChIJr_-uUlxhXz4R_vCltuj9dsU,"Y15 Al Warsan First Dubai , UAE"
Warsan 1 St - Dubai - United Arab Emirates,25.1583539,55.4243304,ChIJr_-uUlxhXz4R_vCltuj9dsU,"ICD007 Al Warsan First Dubai , UAE"
Warsan 1 St - Dubai - United Arab Emirates,25.1583539,55.4243304,ChIJr_-uUlxhXz4R_vCltuj9dsU,"Y09 Al Warsan First Dubai , UAE"
Warsan 1 St - Dubai - United Arab Emirates,25.1583539,55.4243304,ChIJr_-uUlxhXz4R_vCltuj9dsU,"N11 Al Warsan First Dubai , UAE"
Warsan 1 St - Dubai - United Arab Emirates,25.1583539,55.4243304,ChIJr_-uUlxhXz4R_vCltuj9dsU,"P22 Al Warsan First Dubai , UAE"
Warsan 1 St - Dubai - United Arab Emirates,25.1583539,55.4243304,ChIJr_-uUlxhXz4R_vCltuj9dsU,"P04 Al Warsan First Dubai , UAE"
Warsan 1 St - Dubai - United Arab Emirates,25.1583539,55.4243304,ChIJr_-uUlxhXz4R_vCltuj9dsU,"X22 Al Warsan First Dubai , UAE"
Warsan 1 St - Dubai - United Arab Emirates,25.1583539,55.4243304,ChIJr_-uUlxhXz4R_vCltuj9dsU,"Z02 Al Warsan First Dubai , UAE"
Warsan 1 St - Dubai - United Arab Emirates,25.1583539,55.4243304,ChIJr_-uUlxhXz4R_vCltuj9dsU,"T10 Al Warsan First Dubai , UAE"
Warsan 1 St - Dubai - United Arab Emirates,25.1583539,55.4243304,ChIJr_-uUlxhXz4R_vCltuj9dsU,"P03 Al Warsan First Dubai , UAE"
England Cluster Y-3 - International CityEngland Cluster - Dubai - United Arab Emirates,25.1734974,55.4015341,ChIJ96MXoMxmXz4RlW3FXtAMxlI,"Y07 Al Warsan First Dubai , UAE"
Warsan 1 St - Dubai - United Arab Emirates,25.1583539,55.4243304,ChIJr_-uUlxhXz4R_vCltuj9dsU,"Y4 Al Warsan First Dubai , UAE"
Warsan 1 St - Dubai - United Arab Emirates,25.1583539,55.4243304,ChIJr_-uUlxhXz4R_vCltuj9dsU,"Z01 Al Warsan First Dubai , UAE"
Warsan 1 St - Dubai - United Arab Emirates,25.1583539,55.4243304,ChIJr_-uUlxhXz4R_vCltuj9dsU,"P07 Al Warsan First Dubai , UAE"
Warsan 1 St - Dubai - United Arab Emirates,25.1583539,55.4243304,ChIJr_-uUlxhXz4R_vCltuj9dsU,"P12 Al Warsan First Dubai , UAE"
Warsan 1 St - Dubai - United Arab Emirates,25.1583539,55.4243304,ChIJr_-uUlxhXz4R_vCltuj9dsU,"Y11 Al Warsan First Dubai , UAE"
Dubai - The Palm Jumeirah - Dubai - United Arab Emirates,25.1087143,55.1484084,ChIJr82sfzBrXz4RiUiph8cQe6M,"JashFalqa Palm Jumeirah Dubai , UAE"
Warsan 1 St - Dubai - United Arab Emirates,25.1583539,55.4243304,ChIJr_-uUlxhXz4R_vCltuj9dsU,"Y12 Al Warsan First Dubai , UAE"
Warsan 1 St - Dubai - United Arab Emirates,25.1583539,55.4243304,ChIJr_-uUlxhXz4R_vCltuj9dsU,"X10 Al Warsan First Dubai , UAE"
Warsan 1 St - Dubai - United Arab Emirates,25.1583539,55.4243304,ChIJr_-uUlxhXz4R_vCltuj9dsU,"P15 Al Warsan First Dubai , UAE"
Warsan 1 St - Dubai - United Arab Emirates,25.1583539,55.4243304,ChIJr_-uUlxhXz4R_vCltuj9dsU,"X08 Al Warsan First Dubai , UAE"
Warsan 1 St - Dubai - United Arab Emirates,25.1583539,55.4243304,ChIJr_-uUlxhXz4R_vCltuj9dsU,"X07 Al Warsan First Dubai , UAE"
Warsan 1 St - Dubai - United Arab Emirates,25.1583539,55.4243304,ChIJr_-uUlxhXz4R_vCltuj9dsU,"X06 Al Warsan First Dubai , UAE"
Dubai Marina - Dubai - United Arab Emirates,25.067687,55.1315198,ChIJO9rOY1ZrXz4RuudkIWPSQDI,"WATERFRONT Marsa Dubai Dubai , UAE"
Warsan 1 St - Dubai - United Arab Emirates,25.1583539,55.4243304,ChIJr_-uUlxhXz4R_vCltuj9dsU,"X05 Al Warsan First Dubai , UAE"
