latitude,longitude,google_place_id,area_name_en,nlat,nlng,slat,slng,type
25.2491579,55.4526995,ChIJ9VEPyipeXz4REwWHVoMWXFo,Al Mezhar First,25.2585026,55.4693829,25.2290427,55.4243414,Bound
25.2244647,55.3890309,ChIJVXl1x1lnXz4RSOU-hBUTmtw,Al Rashidiya,25.2358454,55.4044603,25.2128427,55.3764957,Bound
25.2727524,55.3129667,ChIJr9r0gktDXz4RnDBHdcQ0Urk,Naif,25.2768329,55.3158988,25.2694791,55.3068224,Bound
25.183856,55.22633,ChIJB1fbBgBCXz4RrAOnTut86ck,Jumeirah Second,25.18520498,55.22767898,25.18250702,55.22498102,Viewport
25.180223,55.2231588,ChIJjfLajf5pXz4ReJbH_O-5YsU,Jumeirah Third,25.1951102,55.2406943,25.135487,55.1828226,Bound
25.2386952,55.2713439,EjAxc3QgU3QgLSBKdW1laXJhaCAtIER1YmFpIC0gVW5pdGVkIEFyYWIgRW1pcmF0ZXMiLiosChQKEgmlCpAU4EJfPhFKU5MlcRgXURIUChIJ_xyxUBRCXz4RPlErL42mVPY,Jumeirah First,25.2392581,55.2721409,25.2381886,55.2703054,Bound
25.2363409,55.4065728,ChIJo-uzLgFeXz4RsM-6hWZYYH0,Muhaisanah First,25.2363751,55.4065871,25.236266,55.4060249,Bound
25.1499428,55.2065891,ChIJ8wyL8DhqXz4Rho73fvxMHdo,Um Suqaim Second,25.1621824,55.215928,25.1403598,55.1922226,Bound
25.1327715,55.2052085,ChIJc9XKDcprXz4RrYPNd-UzE4g,Um Al Sheif,25.1397534,55.2134763,25.1246446,55.1954145,Bound
25.2897475,55.3378531,ChIJifzsVZ9cXz4R-e4FSEoJft4,Al Waheda,25.29796,55.3501422,25.2800814,55.3277014,Bound
25.2378401,55.2839416,ChIJLWwQfOFCXz4RbRL2oPyRVmw,Al Jafliya,25.2458574,55.294641,25.2307525,55.279449,Bound
25.2233459,55.2869344,ChIJBWO8EulCXz4RK2pM9KVtSB4,Trade Center First,25.22469488,55.28828338,25.22199692,55.28558542,Viewport
25.1514047,55.250782,ChIJV9mCQphpXz4RrgfW4AV-8bM,Al Goze Industrial First,25.1611919,55.2614666,25.1441968,55.2409315,Bound
25.2619867,55.3987166,ChIJewYBbtddXz4RIq8f9fO9Iqc,Al Qusais Third,25.2706239,55.4084369,25.2530987,55.3904592,Bound
25.1586178,55.2245398,ChIJaVOfZCBqXz4RWfomWSr4UOI,Al Saffa Second,25.1693148,55.2342904,25.1509175,55.2163141,Bound
25.1410786,55.212112,ChIJ42dVizFqXz4R5OMgYCBnuWA,Al Manara,25.1545399,55.2222419,25.1341152,55.2046251,Bound
25.2563137,55.3102661,ChIJz6R63_drXz4RtmtwPHlQzMs,Um Hurair First,25.25766268,55.31161508,25.25496472,55.30891712,Viewport
25.2619867,55.3987166,ChIJewYBbtddXz4RIq8f9fO9Iqc,Al Qusais Second,25.2706239,55.4084369,25.2530987,55.3904592,Bound
25.2653598,55.3240264,ChIJ31m8MM9cXz4RbZ95ojmz9eE,Tawi Al Muraqqab,25.2704093,55.3303779,25.2589554,55.314542,Bound
25.1103362,55.1954934,ChIJ-9JyzaJrXz4RZ3F9qGn21zc,Al Barsha First,25.1165271,55.1996861,25.1050775,55.1914031,Bound
25.2880583,55.3945655,ChIJ97szIiNcXz4RazfUtzJsd1o,Al Qusais Industrial Second,25.3032174,55.4275702,25.2722168,55.3775096,Bound
25.2233459,55.2869344,ChIJBWO8EulCXz4RK2pM9KVtSB4,Trade Center Second,25.22469488,55.28828338,25.22199692,55.28558542,Viewport
25.2712259,55.4042518,ChIJa8HS1X9eXz4RNQdllG6rThQ,Muhaisanah Second,25.2805607,55.414324,25.2647661,55.3964707,Bound
25.2823427,55.3985847,ChIJ3zHALU9dXz4Rj39IhosteE4,Al Twar Second,25.28369168,55.39993368,25.28099372,55.39723572,Viewport
25.2712259,55.4042518,ChIJa8HS1X9eXz4RNQdllG6rThQ,Muhaisanah Third,25.2805607,55.414324,25.2647661,55.3964707,Bound
25.1801556,55.3392359,ChIJmVmBCrZnXz4RmjJYYoYx-qU,Ras Al Khor Industrial First,25.1847481,55.3460295,25.1696222,55.3295338,Bound
25.0805422,55.1403426,ChIJ4ybBAlRrXz4RfG3EVWYeUbk,Marsa Dubai,25.1008568,55.1552927,25.0656803,55.1238476,Bound
25.2168894,55.3848803,ChIJXXZMv1xnXz4RibhwpPSMSqQ,Nad Shamma,25.2219278,55.3946195,25.2129858,55.3764636,Bound
25.1514047,55.250782,ChIJV9mCQphpXz4RrgfW4AV-8bM,Al Goze Industrial Fourth,25.1611919,55.2614666,25.1441968,55.2409315,Bound
25.2880583,55.3945655,ChIJ97szIiNcXz4RazfUtzJsd1o,Al Qusais Industrial First,25.3032174,55.4275702,25.2722168,55.3775096,Bound
25.1330986,55.183466,ChIJWUREIVVqXz4Rdpwi6w3vHao,Madinat Dubai Almelaheyah,25.13444758,55.18481498,25.13174962,55.18211702,Viewport
25.1514047,55.250782,ChIJV9mCQphpXz4RrgfW4AV-8bM,Al Goze Industrial Second,25.1611919,55.2614666,25.1441968,55.2409315,Bound
25.1514047,55.250782,ChIJV9mCQphpXz4RrgfW4AV-8bM,Al Goze First,25.1611919,55.2614666,25.1441968,55.2409315,Bound
25.2763552,55.3095108,ChIJxeYOxE1DXz4RUWzXGXkGwrg,Al Mararr,25.279102,55.3149283,25.2736789,55.3052079,Bound
25.1491849,55.2462495,ChIJqxn_ZlRpXz4R93afUkOiNak,Al Goze Second,25.15053388,55.24759848,25.14783592,55.24490052,Viewport
25.1874594,55.4056356,ChIJeS1TsCphXz4RVir3-9BG4zg,Al Warqa First,25.1994864,55.4095811,25.1781964,55.3972426,Bound
25.2871629,55.3184964,ChIJ-3NM-KpcXz4RCzKZQ041XHA,Cornich Deira,25.3042221,55.3387591,25.2728347,55.2945757,Bound
25.2937844,55.4014842,ChIJf-a5lx9cXz4RxqiJnZcMc3I,Al Qusais Industrial Fourth,25.2980344,55.4066535,25.2891561,55.395223,Bound
25.2985984,55.3904145,ChIJMVvvDxpcXz4R4zK0JDBsUPU,Al Qusais Industrial Third,25.3031786,55.3967143,25.2922565,55.3775741,Bound
25.1435458,55.3475331,ChIJ6dKpYH1mXz4RQbaZqBp7hGg,Nad Al Shiba Second,25.1699688,55.3906834,25.1202718,55.2878642,Bound
25.173959,55.3905226,ChIJ___rbMVmXz4REf_31v836N4,Ras Al Khor Industrial Second,25.17530798,55.39187158,25.17261002,55.38917362,Viewport
25.118102,55.2104022,ChIJLaxkOOZrXz4ROq5bi7MS_JM,Al Goze Industrial Third,25.11945098,55.21175118,25.11675302,55.20905322,Viewport
25.2919567,55.365513,ChIJ6W0X2mVcXz4R9MntE5k8ZzA,Al Nahda First,25.2999717,55.3788298,25.2784301,55.3566621,Bound
25.277877,55.4097873,ChIJcxlRHIReXz4RvetHmQeMCaM,Muhaisanah Fourth,25.2879545,55.4213932,25.2705073,55.3971995,Bound
25.1521552,55.2451176,ChIJeeE73w9pXz4Rp-AjhB5xjqk,Al Goze Third,25.15350418,55.24646658,25.15080622,55.24376862,Viewport
25.2445465,55.3112452,ChIJjV50ktNCXz4RuM3Rju-kOiY,Um Hurair Second,25.2566749,55.325409,25.2314627,55.3010445,Bound
24.8973033,55.5355427,ChIJp7SpGqt_9T4R0xJlvEkr5Vo,Grayteesah,24.89865228,55.53689168,24.89595432,55.53419372,Viewport
25.0648629,55.1634109,ChIJeyen6ZRsXz4RziUsj-0gAhs,Al Thanayah Fourth,25.0649946,55.1635314,25.06474,55.1632617,Bound
25.1874594,55.4056356,ChIJeS1TsCphXz4RVir3-9BG4zg,Al Warqa Fourth,25.1994864,55.4095811,25.1781964,55.3972426,Bound
25.097116,55.157904,ChIJM7BJOUJrXz4RJOgp_IoFkBU,Al Safouh Second,25.09846498,55.15925298,25.09576702,55.15655502,Viewport
25.2181601,55.3007465,ChIJ6zQEab9CXz4R82LngDEyHts,Zaabeel Second,25.2297103,55.3129667,25.2077154,55.2894694,Bound
25.1560743,55.3751961,ChIJ92M0JZdmXz4RXOxUVXbiVko,Nad Al Shiba Third,25.167595,55.3903407,25.138537,55.3617701,Bound
25.1435458,55.3475331,ChIJ6dKpYH1mXz4RQbaZqBp7hGg,Nad Al Shiba First,25.1699688,55.3906834,25.1202718,55.2878642,Bound
25.1514047,55.250782,ChIJV9mCQphpXz4RrgfW4AV-8bM,Al Goze Fourth,25.1611919,55.2614666,25.1441968,55.2409315,Bound
25.1357501,55.3668963,ChIJSdkQiClkXz4RL7Sm_krBz9E,Nad Al Shiba Fourth,25.1506514,55.3811539,25.1208155,55.3472116,Bound
25.0059264,55.1113234,ChIJ32A1ZpQSXz4R2M_xDjtAEkA,Jabal Ali Industrial First,25.00727538,55.11267238,25.00457742,55.10997442,Viewport
25.2871169,55.4153232,ChIJuW66C5BeXz4RV6dOK-RELsw,Al Qusais Industrial Fifth,25.294212,55.4269897,25.2790805,55.4013696,Bound
25.2476207,55.4859363,ChIJ_4C60hhgXz4RFEx84Hbsugk,Al Khawaneej First,25.2675956,55.5115128,25.2239661,55.4654217,Bound
25.1784957,55.545002,ChIJz0ZOqr2J9T4RwbPmEd0F-fU,Al Aweer First,25.2135808,55.6170349,25.1295889,55.4933294,Bound
25.1995236,55.480396,ChIJ8duaQ3SK9T4RzRWy--RbuoQ,Wadi Al Amardi,25.2285463,55.5304716,25.1645654,55.4603698,Bound
25.2104789,55.541359,ChIJd2kpLLOL9T4RBLZ4T-Cf5es,Al Khawaneej Second,25.2308764,55.5591917,25.1915831,55.5131006,Bound
25.2048493,55.2707828,ChIJRcbZaklDXz4RYlEphFBu5r0,Al Eyas,25.3585607,55.5650393,24.7921359,54.8904543,Bound
25.1526437,55.5327515,ChIJsdfMS6aJ9T4R3tINZ8DmIJA,Al Aweer Second,25.15399268,55.53410048,25.15129472,55.53140252,Viewport
25.2602489,55.4588825,ChIJNZBC7sVfXz4R9V2povmmbbM,Oud Al Muteena Second,25.26159788,55.46023148,25.25889992,55.45753352,Viewport
25.216757,55.3309395,ChIJQ63b2_dnXz4ROKJJcBxCzI0,Al Jadaf,25.2313363,55.3448131,25.1893005,55.3097113,Bound
25.2643134,55.4610075,ChIJpQPLS8FfXz4R2Hx-mRVdaa8,Oud Al Muteena First,25.272142,55.4717986,25.2553152,55.456151,Bound
25.1374928,55.2073731,ChIJGzvCzTRqXz4RjVU9iB7T0Zw,Al Thanyah Fifth,25.13884178,55.20872208,25.13614382,55.20602412,Viewport
25.1374928,55.2073731,ChIJGzvCzTRqXz4RjVU9iB7T0Zw,Al Thanyah Third,25.13884178,55.20872208,25.13614382,55.20602412,Viewport
25.1124317,55.138978,ChIJFTtlwikVXz4RFj5Kdq68yj0,Palm Jumeirah,25.1415589,55.1550712,25.0970953,55.1084091,Bound
25.1583539,55.4243304,ChIJr_-uUlxhXz4R_vCltuj9dsU,Al Warsan First,25.1713287,55.4277802,25.1489704,55.4167072,Bound
25.0600069,55.2444647,ChIJX1IwkDRsXz4RmwA1KiMqKG0,Al Barshaa South Third,25.06135588,55.24581368,25.05865792,55.24311572,Viewport
25.0862577,55.2261797,ChIJu8wUWaduXz4RHmNoVVeNgWQ,Al Barshaa South First,25.086392,55.2263605,25.0860908,55.226001,Bound
25.2531745,55.3656728,ChIJaQ4mkwZdXz4R6e5IegDUleY,Dubai International Airport,25.25452348,55.36702178,25.25182552,55.36432382,Viewport
25.0698678,55.2438882,ChIJH_5Uuo5uXz4RWzIKu9QVmxk,Al Barshaa South Second,25.07121678,55.24523718,25.06851882,55.24253922,Viewport
25.2278288,55.1651934,ChIJQQxlVOJAXz4RD7NHqX_3aao,World Islands,25.2810159,55.2148736,25.1746417,55.1155133,Bound
25.0792907,55.2893947,ChIJV5ztqQtvXz4RpUwrydeV-b8,Wadi Al Safa 6,25.08063968,55.29074368,25.07794172,55.28804572,Viewport
25.0420272,55.2194416,ChIJ1ed0CdxtXz4RjQdwsWttfOE,Al Hebiah Fourth,25.04337618,55.22079058,25.04067822,55.21809262,Viewport
25.1594819,55.4319329,ChIJb4p562NhXz4RUSI013cUPuI,Al Warsan Second,25.16083088,55.43328188,25.15813292,55.43058392,Viewport
25.2219515,55.3527943,ChIJ____jHddXz4R1SKdGJZim_Q,Festival City First,25.22330048,55.35414328,25.22060252,55.35144532,Viewport
25.215927,55.3745752,ChIJIzXLL2RnXz4RA6GHu4uqtNA,Al Kheeran,25.21727598,55.37592418,25.21457802,55.37322622,Viewport
25.333333,55.268056,ChIJA8HSPKdFXz4RgjnyLvmMiFo,Palm Deira,25.3434175,55.2840634,25.3232476,55.2520486,Viewport
